"","valid_name","rank","kingdom","phylum","class","order","family","genus","ratio"
"209","Scarus psittacus","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus",0.00231687702177034
"210","Scarus rubroviolaceus","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus",0.0020320416903469
"211","Scarus russelii","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus",0.000273511746029921
"212","Calotomus spinidens","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Calotomus",0.000203356924147828
"213","Chlorurus atrilunula","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus",0.000598640641117928
"214","Chlorurus sordidus","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus",0.000108322721005969
"215","Calotomus viridescens","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Calotomus",1.25280978032221e-05
"216","Hipposcarus harid","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Hipposcarus",0.000895829376116391
"217","Otolithes ruber","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Otolithes",0.00522221077692549
"218","Euthynnus affinis","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Euthynnus",0.0312734701811202
"219","Katsuwonus pelamis","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Katsuwonus",0.00524762177857941
"220","Scomberomorus commerson","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus",0.0409117482891611
"221","Acanthocybium solandri","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Acanthocybium",0.00133889363519431
"222","Auxis thazard","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis",0.000431557935135841
"223","Rastrelliger kanagurta","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Rastrelliger",0.00111899485480423
"224","Sarda orientalis","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda",0.000184567219011762
"225","Scomberomorus plurilineatus","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus",0.00143060708654059
"226","Thunnus albacares","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",0.0416147603889361
"227","Grammatorcynus bilineatus","Species","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Grammatorcynus",0.000152244549048683
"228","Epinephelus malabaricus","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",0.00636119770793502
"229","Epinephelus tauvina","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",0.0164881797361569
"230","Cephalopholis argus","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis",0.0002338442866542
"231","Epinephelus merra","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",0.000610063073005274
"232","Cephalopholis spiloparaea","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis",2.13022559305803e-05
"233","Epinephelus chlorostigma","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",7.79437949419817e-06
"234","Epinephelus coioides","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",7.26561067623959e-05
"235","Epinephelus fasciatus","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",2.23760832166096e-05
"236","Variola louti","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Variola",0.000139519620268808
"237","Epinephelus fuscoguttatus","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",0.000233534400549832
"238","Cephalopholis aurantia","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis",1.38243077952851e-05
"239","Cephalopholis miniata","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis",4.89459941105192e-06
"240","Epinephelus hexagonatus","Species","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",6.00957060152496e-06
"241","Siganus canaliculatus","Species","Animalia","Chordata","Teleostei","Acanthuriformes","Siganidae","Siganus",0.00413987579721359
"242","Siganus sutor","Species","Animalia","Chordata","Teleostei","Acanthuriformes","Siganidae","Siganus",0.0044254630652225
"243","Siganus sutor","Species","Animalia","Chordata","Teleostei","Acanthuriformes","Siganidae","Siganus",0.108856036876142
"244","Siganus stellatus","Species","Animalia","Chordata","Teleostei","Acanthuriformes","Siganidae","Siganus",0.000209558269682858
"245","Siganus argenteus","Species","Animalia","Chordata","Teleostei","Acanthuriformes","Siganidae","Siganus",0.00123072417682033
"246","Sillaginidae","Family","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sillaginidae",NA,0.00121109947580988
"247","Acanthopagrus berda","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus",1.51659414831965e-05
"248","Argyrops spinifer","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Argyrops",0.000644245271733846
"249","Polysteganus coeruleopunctatus","Species","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Polysteganus",2.51232731114375e-05
"250","Sphyraena barracuda","Species","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena",0.00719735998427306
"251","Sphyraena flavicauda","Species","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena",0.00020902631208909
"252","Sphyraena jello","Species","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena",0.0297673263262384
"253","Sphyraena obtusata","Species","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena",0.00284147224536741
"254","Sphyraena flavicauda","Species","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena",0.00130142294566088
"255","Sphyraena chrysotaenia","Species","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena",0.000169709425124805
"256","Sphyraena forsteri","Species","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena",0.00010829866711654
"257","Terapon jarbua","Species","Animalia","Chordata","Teleostei","Centrarchiformes","Terapontidae","Terapon",0.0106873739300454
"258","Terapon puta","Species","Animalia","Chordata","Teleostei","Centrarchiformes","Terapontidae","Terapon",1.89535645631889e-06
"259","Trichiurus lepturus","Species","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Trichiurus",0.000263748019034544
"260","Chirocentrus dorab","Species","Animalia","Chordata","Teleostei","Clupeiformes","Chirocentridae","Chirocentrus",0.011968631770723
"261","Chirocentrus dorab","Species","Animalia","Chordata","Teleostei","Clupeiformes","Chirocentridae","Chirocentrus",0.000150275360189708
"262","Ariomma indica","Species","Animalia","Chordata","Teleostei","Scombriformes","Ariommatidae","Ariomma",0.000474746434266437
"263","Coryphaena hippurus","Species","Animalia","Chordata","Teleostei","Carangiformes","Coryphaenidae","Coryphaena",0.00499917745084927
"264","Istiophorus platypterus","Species","Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Istiophorus",0.0179153814273613
"265","Pomatomus saltatrix","Species","Animalia","Chordata","Teleostei","Scombriformes","Pomatomidae","Pomatomus",0.000843993660916928
"266","Rachycentron canadum","Species","Animalia","Chordata","Teleostei","Carangiformes","Rachycentridae","Rachycentron",0.000474746434266437
"267","Xiphias gladius","Species","Animalia","Chordata","Teleostei","Carangiformes","Xiphiidae","Xiphias",0.0110463653874207
